AniListID,MalID,title,description,genres,tags,score,episodes,status,type,siteUrl,studios
162804,54744.0,Alya Sometimes Hides Her Feelings in Russian,"Alya is a transfer student enjoying popularity at her new high school, often sporting a cold shoulder while earning high marks in class. She ignores her nerdy classmate, Kuze Masachika, except for when she blurts out a flirtatious line to him in Russian. Little does she know, Kuze understands Russian, though he pretends not to. Let’s see where this wacky love story takes them!<br>
<br>
(Source: Crunchyroll)","['Comedy', 'Romance', 'Slice of Life']","['School', 'Primarily Teen Cast', 'Heterosexual', 'Tsundere', 'Estranged Family', 'Male Protagonist', 'School Club', 'Primarily Female Cast', 'Politics', 'Kuudere', 'Urban', 'Female Protagonist', 'Otaku Culture', 'Feet', 'Maids', 'Parody', 'Incest', 'Meta', 'Gyaru']",75.0,12.0,FINISHED,ANIME,https://anilist.co/anime/162804,['Doga Kobo']
116566,41433.0,Akudama Drive,"Many years ago, a Great Civil War ravaged Japan, leaving the country fragmented between two regions: Kansai and Kanto. In Kansai, a group of six Akudama carry out missions given to them by a mysterious black cat, while evading the police. But a dangerous journey is about to unfold when a civilian girl becomes twisted into the Akudama’s way of life and witnesses their criminal drives.<br>
<br>
(Source: Funimation)
<br><br>
<i>Note: On May 28, 2021, a director's cut of the final episode was released which included approximately 5 minutes of new content.</i>","['Action', 'Drama', 'Sci-Fi', 'Thriller']","['Anti-Hero', 'Urban', 'Crime', 'Cyberpunk', 'Fugitive', 'Dystopian', 'Tragedy', 'Female Protagonist', 'Ensemble Cast', 'Primarily Adult Cast', 'Gore', 'Prison', 'Conspiracy', 'Politics', 'Yandere', 'Found Family', 'Artificial Intelligence', 'CGI', 'Motorcycles', 'Tomboy', 'Trains', 'Virtual World', 'Kuudere', 'Space', 'Tanned Skin']",75.0,12.0,FINISHED,ANIME,https://anilist.co/anime/116566,['Studio Pierrot']
14713,14713.0,Kamisama Kiss,"Nanami Momozono is alone and homeless after her dad skips town to evade his gambling debts and the debt collectors kick her out of her apartment. So when a man she's just saved from a dog offers her his home, she jumps at the opportunity. But it turns out that his place is a shrine, and Nanami has unwittingly taken over his job as a local deity! <br><br>
Nanami has all kinda of new responsibilities she doesn't understand, dangers she's unaware of, and a cranky ex-familiar who's... actually pretty hot. What's a new-fledged godling to do? <br><br>
(Source: Viz Media) ","['Comedy', 'Fantasy', 'Romance', 'Supernatural']","['Gods', 'Shoujo', 'Youkai', 'Female Protagonist', 'Kemonomimi', 'Heterosexual', 'Urban Fantasy', 'Age Gap', 'Episodic', 'Time Manipulation', 'Cohabitation', 'Demons', 'Male Harem', 'School', 'Monster Boy', 'Love Triangle', 'Meta', 'Tsundere', 'Bullying', 'Slavery', 'Anthropomorphism']",80.0,13.0,FINISHED,ANIME,https://anilist.co/anime/14713,['TMS Entertainment']
136804,49458.0,KONOSUBA -God's blessing on this wonderful world! 3,"The third season of <i>Kono Subarashii Sekai ni Shukufuku wo! </i><br><br>
The dysfunctional party is back, but they may be short a member soon ’cause Kazuma is over it. Disillusioned with adventure, he wants to become a monk, but Aqua, Megumin, and Darkness call bull. However, the career dispute gets put on hold when a princess requests to hear all about their tales. Will the taste of fame at the royal castle keep them together or will this mark their farewell tour?<br><br>

(Source: Crunchyroll)","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy']","['Isekai', 'Parody', 'Satire', 'Anti-Hero', 'Slapstick', 'Arranged Marriage', 'Magic', 'Ensemble Cast', 'Alternate Universe', 'Gods', 'Male Protagonist', 'Primarily Female Cast', 'Chuunibyou', 'Conspiracy', 'Heterosexual', 'Afterlife', 'Demons', 'Body Swapping', 'Primarily Adult Cast', 'Female Harem', 'Medieval', 'Artificial Intelligence', 'Memory Manipulation', 'Gender Bending', 'Shounen']",82.0,11.0,FINISHED,ANIME,https://anilist.co/anime/136804,['Drive']
126403,44074.0,Link Click,"In a corner of a bustling city, there is a small shop called ""Time Photo Studio""  operating as usual. Although the entrance looks abandoned, it's actually run by two men with special abilities: Cheng Xiaoshi and Lu Guang. In order to fulfil customers' requests, Lu Guang and Cheng Xiaoshi work together and use their special abilities to enter photos. However, things don't go as planned...
<br><br>
(Source: bilibili, translated)
<br><br>
<i>Note: The final episode aired with a runtime of ~31 minutes.</i>","['Drama', 'Mystery', 'Supernatural', 'Thriller']","['Time Manipulation', 'Super Power', 'Body Swapping', 'Photography', 'Tragedy', 'Primarily Adult Cast', 'Male Protagonist', 'Crime', 'Urban Fantasy', 'Urban', 'Memory Manipulation', 'Episodic', 'Suicide', 'LGBTQ+ Themes', 'Cute Boys Doing Cute Things', 'Family Life', 'Police', 'College', 'Office Lady', 'Basketball', 'Office', 'School']",86.0,11.0,FINISHED,ANIME,https://anilist.co/anime/126403,['Studio LAN']
20725,24415.0,Kuroko's Basketball 3,"Following their triumph against Yousen High, Seirin's basketball team has reached the semifinals of the Winter Cup along with Kaijou, Rakuzan, and Shuutoku. Each of these teams possesses a member of the Generation of Miracles, and Seirin prepares to face the largest obstacles on their path to winning the Winter Cup. <br> <br>

In the final season of Kuroko no Basket, Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority. <br> <br>

While Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball. <br> <br>

(Source: MAL Rewrite)","['Comedy', 'Sports']","['Basketball', 'Ensemble Cast', 'Male Protagonist', 'School Club', 'Primarily Teen Cast', 'Shounen', 'Primarily Male Cast', 'School', 'Dissociative Identities', 'Super Power', 'Found Family', 'Tomboy', 'Disability', 'Tragedy', 'Tanned Skin']",81.0,25.0,FINISHED,ANIME,https://anilist.co/anime/20725,['Production I.G']
142984,50631.0,Komi Can't Communicate Part 2,"The second season of <i>Komi-san wa, Komyushou desu</i>. <br><br>

Komi and pals are back! Who else will Komi make friends with? How will her relationship with Tadano evolve? 
<br><br>
(Source: Netflix)
","['Comedy', 'Romance', 'Slice of Life']","['Kuudere', 'School', 'Disability', 'Female Protagonist', 'Primarily Teen Cast', 'Male Protagonist', 'Slapstick', 'Heterosexual', 'Coming of Age', 'Episodic', 'Shounen', 'Agender', 'Meta', 'Femboy', 'Chuunibyou', 'Unrequited Love', 'Love Triangle', 'Trains', 'Yandere', 'Gyaru', 'Shogi']",79.0,12.0,FINISHED,ANIME,https://anilist.co/anime/142984,['OLM']
131083,48483.0,Mieruko-chan,"She can see dead people…she just chooses to ignore them. That’s Miko’s plan, anyway, but it doesn’t seem to be working for her in this love letter to the horror genre that will send shivers down your spine—and occasionally tickle your funny bone.<br>
<br>
(Source: Funimation)","['Comedy', 'Horror', 'Slice of Life', 'Supernatural']","['Ghost', 'Primarily Teen Cast', 'Female Protagonist', 'Primarily Female Cast', 'Urban Fantasy', 'Body Horror', 'Youkai', 'School', 'Seinen', 'Gods', 'Nudity', 'Bullying']",72.0,12.0,FINISHED,ANIME,https://anilist.co/anime/131083,['Passione']
166610,55813.0,MASHLE: MAGIC AND MUSCLES Season 2,"The second season of <i>MASHLE</i>, adapting the Divine Visionary Candidate Exam Arc.
<br><br>
After Mash Burnedead's clash with Magia Lupus, the secret about his powers is now out in the open. The short-lived celebration ends when the Bureau of Magic summons Mash before an audience of Divine Visionaries, who collectively decree Mash should reap the consequences and die. However, an evil shadow organization called Innocent Zero hijacks the inquiry to demand that Mash be kept alive.
<br><br>
Mash proves that he is capable of dealing with Innocent Zero, but the Divine Visionaries' verdict remains unchanged. Luckily, Mash finds unexpected allies in Divine Visionary Rayne Ames and Headmaster Wahlberg Baigan, and they successfully defer his execution until Innocent Zero is defeated. Mash is now allowed to live under one condition: he must be selected as the Divine Visionary candidate by the year's end.
<br><br>
(Source: MAL Rewrite)","['Action', 'Comedy', 'Fantasy']","['Magic', 'Parody', 'Shounen', 'Super Power', 'Fitness', 'Slapstick', 'Kuudere', 'School', 'Male Protagonist', 'Battle Royale', 'Primarily Male Cast', 'Primarily Teen Cast', 'Chibi', 'Food', 'Time Manipulation', 'Aromantic', 'Bullying', 'Medieval', 'Witch', 'Estranged Family', 'Unrequited Love', 'LGBTQ+ Themes', 'Philosophy', 'Transgender']",78.0,12.0,FINISHED,ANIME,https://anilist.co/anime/166610,['A-1 Pictures']
100643,36862.0,Made in Abyss: Dawn of the Deep Soul,"<i>Dawn of the Deep Soul</i> continues the epic adventure of plucky Riko and Reg who are joined by their new friend Nanachi. Together they descend into the Abyss’ treacherous fifth layer, the Sea of Corpses, and encounter the mysterious Bondrewd, a legendary White Whistle whose shadow looms over Nanachi’s troubled past. Bondrewd is ingratiatingly hospitable, but the brave adventurers know things are not always as they seem in the enigmatic Abyss...<br>
<br>
(Source: Sentai Filmworks)","['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi']","['Tragedy', 'Survival', 'Primarily Child Cast', 'Body Swapping', 'Seinen', 'Lost Civilization', 'Gore', 'Body Horror', 'Curses', 'Female Protagonist', 'Robots', 'Anthropomorphism', 'Male Protagonist', 'Dungeon', 'Monster Girl', 'Ensemble Cast', 'Chibi', 'Dissociative Identities', 'Anti-Hero', 'Nudity', 'Amputation', 'Amnesia', 'Food', 'Family Life', 'Magic']",85.0,1.0,FINISHED,ANIME,https://anilist.co/anime/100643,['Kinema Citrus']
146066,51180.0,Classroom of the Elite Season 3,"The third season of <i>Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e</i>.<br>
<br>
The third semester kicks off in high gear with a special boot camp deep in the mountains. Forcibly separated into groups along grade and gender lines, the first, second and third years alike must work together to survive the rugged terrain. Even worse? The leader of the group that comes in last will be expelled. Can Class D make it back to campus intact, or is this where they finally say goodbye to one of their own?<br>
<br>
(Source: Seven Seas Entertainment)","['Drama', 'Psychological']","['School', 'Fugitive', 'Male Protagonist', 'Anti-Hero', 'Ensemble Cast', 'Battle Royale', 'Primarily Teen Cast', 'Philosophy', 'Politics', 'Coming of Age', 'Revenge', 'Conspiracy', 'Survival', 'Bullying', 'Disability', 'Board Game', 'Dissociative Identities', 'Crime', 'Suicide', 'School Club', 'Rehabilitation', 'Athletics', 'Kuudere', 'Boarding School', 'Love Triangle', 'Tsundere', 'Female Harem', 'Delinquents', 'Yandere']",79.0,13.0,FINISHED,ANIME,https://anilist.co/anime/146066,['Lerche']
98707,35557.0,Land of the Lustrous,"In the mysterious future, crystalline organisms called Gems inhabit a world that has been destroyed by six meteors. Each Gem is assigned a role in order to fight against the Lunarians, a species who attacks them in order to shatter their bodies and use them as decorations.<br>
<br>
Phosphophyllite, also known as Phos, is a young and fragile Gem who dreams of helping their friends in the war effort. Instead, they are told to compile an encyclopedia because of their delicate condition. After begrudgingly embarking on this task, Phos meets Cinnabar, an intelligent gem who has been relegated to patrolling the isolated island at night because of the corrosive poison their body creates. After seeing how unhappy Cinnabar is, Phos decides to find a role that both of the rejected Gems can enjoy. Houseki no Kuni follows Phos' efforts to be useful and protect their fellow Gems.","['Action', 'Drama', 'Fantasy', 'Mystery', 'Psychological']","['Coming of Age', 'CGI', 'Full CGI', 'Philosophy', 'Agender', 'Anthropomorphism', 'Tragedy', 'Post-Apocalyptic', 'Seinen', 'Memory Manipulation', 'Body Horror', 'Survival', 'Amnesia', 'Coastal', 'Conspiracy', 'Time Skip', 'Swordplay', 'War', 'Shapeshifting', 'Tsundere', 'Language Barrier', 'Astronomy', 'Snowscape', 'Twins', 'Work', 'Slapstick', 'Mixed Media']",83.0,12.0,FINISHED,ANIME,https://anilist.co/anime/98707,['Orange']
107201,39017.0,In/Spectre,"At the young age of 11, Kotoko Iwanaga was abducted by youkai for two weeks and asked to become their ""God of Wisdom,"" a mediator between the spirit and human worlds, to which the girl quickly agreed but at the cost of her right eye and left leg. Now, six years later, whenever youkai wish for their problems to be solved, they make their way to Kotoko for consultation.<br>
<br>
Meanwhile, Kurou Sakuragawa, a 22-year-old university student, has just broken up with his girlfriend after he fled alone when the two encountered a kappa. Seeing this as her chance to become closer with him, Kotoko immediately makes her move, hoping to get married to Kurou one day. However, she quickly realizes there is something more to Kurou. With this knowledge, she asks for his help in solving the various issues presented by the supernatural, all the while wishing her newfound partner will eventually reciprocate her feelings.
","['Comedy', 'Mystery', 'Romance', 'Supernatural']","['Urban Fantasy', 'Heterosexual', 'Ghost', 'Youkai', 'Female Protagonist', 'Detective', 'Meta', 'Super Power', 'Male Protagonist', 'Primarily Adult Cast', 'Disability', 'Gore', 'Police', 'Writing', 'Idol', 'Body Horror', 'Age Gap', 'Love Triangle', 'Time Skip', 'Nudity', 'CGI']",68.0,12.0,FINISHED,ANIME,https://anilist.co/anime/107201,"[""Brain's Base""]"
20678,23233.0,The Testament of Sister New Devil,"When a pair of sexy girls, Maria and Mio, come to live with high school student Basara Toujou, his life changes forever. The two girls have a secret that they don’t keep for long—Maria is a succubus, and Mio is a future Demon Lord. But Basara has a secret of his own—he’s the last descendant from a clan of demon-fighting heroes. To make things even more complicated, the girls force Basara into a master-servant contract, and Basara ends up becoming their master! What happens when you put a succubus, a demoness, and a demon-fighting hero under the same roof? They form a bond that will help them to take on anything!<br>
<br>
(Source: Funimation)","['Action', 'Ecchi', 'Fantasy', 'Romance']","['Nudity', 'Female Harem', 'Primarily Female Cast', 'Heterosexual', 'Demons', 'Male Protagonist', 'Succubus', 'Urban Fantasy', 'Magic', 'Monster Girl', 'Tsundere', 'Primarily Teen Cast', 'Kuudere', 'Large Breasts', 'School', 'Philosophy', 'Classic Literature', 'Teacher']",62.0,12.0,FINISHED,ANIME,https://anilist.co/anime/20678,['Production IMS']
392,392.0,Yu Yu Hakusho: Ghostfiles,"Urameshi Yusuke, 14 years of age, is about as troublesome and violent as teenagers come. He is constantly ditching school, causing trouble, and getting into numerous fights everyday. One day however, he does the unexpected, sacrificing himself to save a young child. Such an action, was never ever expected, especially coming from someone as troublesome as Urameshi Yusuke. The afterlife is not prepared for Yusuke, as they never thought he would make such a sacrifice. Nowhere to go, and dead, Yusuke becomes a ghost and must earn his way back into existence.<br><br>
Yusuke is ""employed"" by Koenma, who is in charge while his father and ruler of the afterlife, King Enma, is away. Under Koenma's command, Yusuke helps to stop menacing demons that threaten the lives of people everywhere; whether by stealing priceless and invaluable items and destructive weapons, or by wreaking havoc on humans everywhere.<br><br>
Throughout Yusuke's journey, he is usually joined by; his arch-rival, and local bully, Kuwabara Kazuma. He is also joined by two demons named Hiei and Kurama, whom are ex-convicts of the afterlife that managed to escape from Koenma.<br><br>
This group of unlikely allies goes on to participate and struggle in battles that have outcomes that determine the fate of humanity!<br><br>
(Source: AniDB) ","['Action', 'Adventure', 'Comedy', 'Supernatural']","['Coming of Age', 'Shounen', 'Demons', 'Philosophy', 'Super Power', 'Delinquents', 'Urban Fantasy', 'Martial Arts', 'Male Protagonist', 'Afterlife', 'Primarily Male Cast', 'Youkai', 'Tsundere', 'Cultivation', 'Dissociative Identities', 'Ghost', 'Heterosexual', 'Tomboy', 'School']",82.0,112.0,FINISHED,ANIME,https://anilist.co/anime/392,['Studio Pierrot']
98202,34822.0,Tsukigakirei,"It’s the third year of middle school. Kotaro, a bookish boy aspiring to become a novelist, and Akane, a track girl who loves to run, meet in the same class together for the first time. They’re put in charge of the equipment for the sports festival, and slowly grow closer via LINE. How does Kotaro deal with his growing feelings for her?

Meanwhile, Takumi has been in love with Akane since first year, and Akane’s friend, Chinatsu, becomes interested in Kotaro.

A refreshing story of young love set in Kawagoe.
<br><br>
(Source: Crunchyroll)","['Drama', 'Romance', 'Slice of Life']","['Coming of Age', 'Heterosexual', 'School', 'Writing', 'Female Protagonist', 'Male Protagonist', 'Athletics', 'Primarily Child Cast', 'Love Triangle', 'School Club', 'Time Skip', 'CGI', 'American Football']",78.0,12.0,FINISHED,ANIME,https://anilist.co/anime/98202,['feel.']
125426,43692.0,The Way of the Househusband,"He was the fiercest member of the yakuza, a man who left countless underworld legends in his wake. They called him “the Immortal Dragon.” But one day he walked away from it all to travel another path—the path of the househusband! The curtain rises on this cozy yakuza comedy!
<br><br>
(Source: VIZ Media)","['Comedy', 'Slice of Life']","['Episodic', 'Slapstick', 'Yakuza', 'Male Protagonist', 'Family Life', 'Parody', 'Gangs', 'Primarily Adult Cast', 'Seinen', 'Flash', 'Urban', 'Food', 'Heterosexual', 'Educational', 'Mafia', 'Guns', 'Crime']",71.0,5.0,FINISHED,ANIME,https://anilist.co/anime/125426,['J.C.STAFF']
103871,37976.0,ZOMBIE LAND SAGA,"A typical morning. The usual music. Their normal lives. The peace these seven girls experience will suddenly be destroyed. By the living dead... zombies. A reality that they never wanted a part of, an amazing and terrifying zombie world. They all share one wish: ""We want to live."" These girls will struggle through this saga, in order to achieve a miracle. MAPPA, Avex Pictures, and Cygames team up to bring you a juicy, 100% original anime. A timeless shocker for all audiences, a brand new style of zombie anime, will soon rise.<br>
<br>
(Source: Crunchyroll)","['Comedy', 'Music', 'Supernatural']","['Zombie', 'Idol', 'Monster Girl', 'Primarily Female Cast', 'Surreal Comedy', 'Female Protagonist', 'Satire', 'Necromancy', 'Parody', 'Ensemble Cast', 'Amnesia', 'Dancing', 'CGI', 'Transgender', 'Time Skip', 'Rural', 'Oiran', 'LGBTQ+ Themes', 'Episodic', 'Motorcycles', 'Gangs', 'Hip-hop Music']",74.0,12.0,FINISHED,ANIME,https://anilist.co/anime/103871,['MAPPA']
151970,52347.0,Shangri-La Frontier," ""When was the last time I played a game that wasn't crap?"" This is a world in the near future where games that use display screens are classified as retro. Anything that can't keep up with state-of-the-art VR technology is called a ""crap game,"" and you see a large number of crap games coming out. Those who devote their lives to clearing these games are called ""crap-game hunters,"" and Rakuro Hizutome is one of them. The game he's chosen to tackle next is Shangri-La Frontier, a ""god-tier game"" that has a total of thirty million players. Online friends... An expansive world... Encounters with rivals... These are changing Rakuro and all the other players' fates! The best game adventure tale by the strongest ""crap game"" player begins now!<br>
<br>
(Source: Crunchyroll)","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']","['Video Games', 'Virtual World', 'Male Protagonist', 'Otaku Culture', 'Travel', 'Anthropomorphism', 'Swordplay', 'Shounen', 'Slapstick', 'Animals', 'Primarily Animal Cast', 'Anachronism', 'Unrequited Love', 'Kemonomimi', 'Assassins', 'Curses', 'Gender Bending', 'POV', 'Heterosexual', 'Shapeshifting', 'Dullahan', 'Goblin']",80.0,25.0,FINISHED,ANIME,https://anilist.co/anime/151970,['C2C']
20946,28297.0,My Love Story!!,"Takeo Gouda is a giant guy with a giant heart. Too bad the girls don't want him! (They always go for his good-looking best friend, Sunakawa.) Used to being on the sidelines, Takeo simply stands tall and accepts his fate. But one day when he saves a girl named Yamato from a harasser on the train, his (love!) life suddenly takes an incredible turn! Takeo can hardly believe it when he crosses paths with Yamato again, and he finds himself falling in love with her… But with handsome Sunakawa around, does Takeo even stand a chance?<br><br>
(Source: Crunchyroll)","['Comedy', 'Romance']","['Shoujo', 'Male Protagonist', 'Heterosexual', 'Primarily Teen Cast', 'School', 'Episodic', 'Female Protagonist', 'Unrequited Love', 'Food', 'Asexual', 'Aromantic', 'Love Triangle', 'Bullying', 'Judo']",77.0,24.0,FINISHED,ANIME,https://anilist.co/anime/20946,['MADHOUSE']
6213,6213.0,A Certain Scientific Railgun,"Academy City is a highly developed place in terms of technology. It is said to be 20 to 30 years ahead of the rest of the world, and 80% of its 2.3 million residents are students. The focus of studies here is directed towards esper powers. Misaka Mikoto, one of the top level espers in town, shares a room with Kuroko Shirai, another high level esper who is a member of Judgement, a law enforcing agency composed of students. Both attend Tokiwadai, a private school reserved for the high-leveled and the rich. Kuroko's partner at Judgement, Kazari Uiharu, is a low level esper who studies at Sakugawa middle school. Her best friend and classmate there is Ruiko Saten, a level zero, one who has no esper powers. Together, the four encounter several adventures in the exciting scientific town. <br><br>
(Source: Anime News Network)","['Action', 'Fantasy', 'Sci-Fi']","['Super Power', 'Urban', 'Primarily Female Cast', 'Urban Fantasy', 'Tomboy', 'Female Protagonist', 'Boarding School', 'Superhero', 'Bisexual', 'Robots', 'Ojou-sama', 'Slapstick', 'School', 'Ensemble Cast', 'Artificial Intelligence', 'Shounen', 'Tsundere', 'Kaiju', 'Gyaru', 'Heterosexual', 'Gangs', 'Police', 'Orphan', 'Super Robot', 'Crossdressing', 'Maids']",75.0,24.0,FINISHED,ANIME,https://anilist.co/anime/6213,['J.C.STAFF']
14289,14289.0,"Say ""I love you"".","To trust is to set yourself up for failure. That’s the lesson Mei Tachibana learned when her heart was broken. She found a solution: never make any more friends. It’s not as easy as it sounds, but it works for Mei. At least it did until handsome and charming Yamato Kurosawa showed up to complicate everything. Mei’s not looking for a white knight. So why did he have to kiss her and ruin everything? Between heartbeats and behind trembling lips the specter of betrayals past, future, and present haunt them both in Say ""I Love You""!<br><br>(Source: Hulu)","['Drama', 'Romance']","['Bullying', 'School', 'Shoujo', 'Female Protagonist', 'Love Triangle', 'Heterosexual', 'Primarily Teen Cast', 'Rehabilitation']",71.0,13.0,FINISHED,ANIME,https://anilist.co/anime/14289,['ZEXCS']
156822,53580.0,That Time I Got Reincarnated as a Slime Season 3,"The third season of <i>Tensei Shitara Slime Datta Ken</i>.<br><br>
Rimuru has officially become a Demon Lord after defeating Clayman. Following Walpurgis, the Demon Lords' banquet, Rimuru's domain is expanded to include the entire Great Forest of Jura. Anticipating a flood of representatives from all races showing up to pay their respects, Rimuru decides to throw a festival to commemorate the opening of Tempest, using it as an opportunity to gain new citizens and present Demon Lord Rimuru to the world. Meanwhile, in the Holy Empire of Lubelius, home base of the monster-hating cult of Luminism, Holy Knight Captain Hinata receives a message from Rimuru. But the message is actually a fabricated declaration of war sent by some unknown party. Upon learning that Hinata is heading for Tempest, Rimuru makes a decision... Thus begins a new challenge for Rimuru, striving to distinguish friend from foe in his pursuit of the ideal nation where humans and monsters can prosper together. <br><br>
(Source: Crunchyroll)
","['Action', 'Adventure', 'Comedy', 'Fantasy']","['Kingdom Management', 'Isekai', 'Reincarnation', 'Politics', 'Magic', 'Office', 'Conspiracy', 'Creature Taming', 'Super Power', 'Ensemble Cast', 'Demons', 'War', 'Male Protagonist', 'Dragons', 'Medieval', 'Femboy', 'Food', 'Agender', 'Shapeshifting', 'Monster Boy', 'Vampire', 'Goblin', 'Religion', 'Fairy', 'Female Harem', 'Youkai', 'Monster Girl', 'Slavery']",77.0,24.0,FINISHED,ANIME,https://anilist.co/anime/156822,['8-bit']
163134,54857.0,Re:ZERO -Starting Life in Another World- Season 3,"The third season of <i>Re:Zero kara Hajimeru Isekai Seikatsu</i>. <br><br>

A year has passed since Subaru’s victory at the Sanctuary. He savors a life of fulfillment while Emilia’s camp stands united for the royal selection—until a fateful letter arrives. Anastasia, a royal selection candidate, has invited Emilia to the Watergate City of Priestella. But as the party begins its journey, crisis stirs beneath the surface and Subaru meets a cruel fate once again.<br><br>
(Source: Crunchyroll) <br><br>

<i>Notes:<br>
The first episode has an extended runtime of ~90 minutes, and received an early premiere at Anime Expo on July 5, 2024.</i>","['Action', 'Adventure', 'Drama', 'Fantasy', 'Psychological', 'Romance', 'Thriller']","['Isekai', 'Time Manipulation', 'Time Loop', 'Male Protagonist', 'Cult', 'Magic', 'Body Horror', 'Witch', 'Memory Manipulation', 'Royal Affairs', 'Heterosexual', 'Gore', 'Anthropomorphism', 'Elf', 'Tragedy', 'Politics', 'Ensemble Cast', 'Super Power', 'Time Skip', 'Swordplay', 'Ojou-sama', 'Yandere', 'Female Protagonist', 'Shapeshifting', 'Medieval', 'Maids', 'Nekomimi', 'Tomboy', 'Kemonomimi', 'Dragons', 'Seinen', 'Primarily Adult Cast', 'Femboy', 'Transgender']",84.0,16.0,FINISHED,ANIME,https://anilist.co/anime/163134,['WHITE FOX']
151806,52305.0,Tomo-chan Is a Girl!,"Tomboy Tomo couldn’t have picked a more awkward high school crush ’cause it’s on her childhood friend, Junichiro, but he only sees her as one of the guys. Despite her pretty looks and signals, nothing gets through to this meathead! Will Junichiro ever realize Tomo’s into him and see her for the cutesy girl she actually is?!<br>
<br>
(Source: Crunchyroll) <br><br>","['Comedy', 'Romance', 'Slice of Life']","['Tomboy', 'Female Protagonist', 'Unrequited Love', 'Heterosexual', 'Primarily Teen Cast', 'School', 'Episodic', 'Slapstick', 'Martial Arts', 'Athletics', 'Shounen', 'Judo', 'School Club']",77.0,13.0,FINISHED,ANIME,https://anilist.co/anime/151806,['Lay-duce']
21131,30544.0,The Asterisk War,"Invertia (meteor storm)… an unprecedented disaster that struck the world during the 20th century.<br>
<br>
Because of this disaster, numerous cities around the world were destroyed. However, within the meteor, an unknown element called mana (the all-encompassing element), was discovered, which allowed human technology to make rapid strides.<br>
<br>
This also gave rise to a new species of human born with unique skills – the Star Pulse Generation (Genestella).<br>
<br>
The setting for the world’s greatest comprehensive battle spectacle, the Festas (Star Warrior Festivals), is an academy city above the water surrounded by six academies called Rikka also commonly known as Asterisk. Having transferred into Seidoukan Academy in order to fulfill his own wish, scholarship student Ayato Amagiri swears he too will fight in this city.<br>
<br>
Burning souls race…<br>
<br>
The curtain rises on this school battle spectacle!<br>
<br>
(Source: Crunchyroll)","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Sci-Fi']","['Male Protagonist', 'Female Harem', 'Magic', 'Swordplay', 'School', 'Kuudere', 'Urban Fantasy', 'Primarily Teen Cast', 'Robots', 'Artificial Intelligence', 'Guns', 'War', 'School Club', 'Vampire']",64.0,12.0,FINISHED,ANIME,https://anilist.co/anime/21131,['A-1 Pictures']
107693,39196.0,Welcome to Demon School! Iruma-kun,"Suzuki Iruma has just been abandoned and sold to a demon by his irresponsible parents! Surprisingly, the next thing he knows he's living with the demon who has adopted him as his new grandson, and has been transferred into a school in the demon world where his new ""demon"" grandfather works as the principal. Thus begins the cowardly Iruma-kun's extraordinary school life among the otherworldly as he faces his true self, takes on challenges, and rises to become someone great...","['Comedy', 'Fantasy']","['Demons', 'School', 'Male Protagonist', 'Magic', 'Isekai', 'Found Family', 'Primarily Teen Cast', 'Shounen', 'Adoption', 'Coming of Age', 'Kemonomimi', 'Monster Girl', 'Monster Boy', 'Nekomimi', 'School Club', 'Heterosexual', 'Tomboy', 'Love Triangle', 'Idol', 'Butler', 'Musical Theater', 'Crossdressing', 'Succubus', 'Estranged Family']",77.0,23.0,FINISHED,ANIME,https://anilist.co/anime/107693,['Bandai Namco Pictures']
20722,22789.0,Barakamon,"Seishuu Handa is an up-and-coming calligrapher: young, handsome, talented, and unfortunately, a narcissist to boot. When a veteran labels his award-winning piece as ""unoriginal,"" Seishuu quickly loses his cool with severe repercussions. <br><br>

As punishment, and also in order to aid him in self-reflection, Seishuu's father exiles him to the Goto Islands, far from the comfortable Tokyo lifestyle the temperamental artist is used to. Now thrown into a rural setting, Seishuu must attempt to find new inspiration and develop his own unique art style—that is, if boisterous children (headed by the frisky Naru Kotoishi), fujoshi middle schoolers, and energetic old men stop barging into his house! The newest addition to the intimate and quirky Goto community only wants to get some work done, but the islands are far from the peaceful countryside he signed up for. Thanks to his wacky neighbors who are entirely incapable of minding their own business, the arrogant calligrapher learns so much more than he ever hoped to. <br><br>
(Source: MAL Rewrite)",['Slice of Life'],"['Rural', 'Calligraphy', 'Found Family', 'Iyashikei', 'Episodic', 'Male Protagonist', 'Rehabilitation', 'Seinen', 'Slapstick', 'Family Life', 'Philosophy', 'Coming of Age', 'Coastal', 'Teacher', 'Tsundere', 'Fishing']",82.0,12.0,FINISHED,ANIME,https://anilist.co/anime/20722,['Kinema Citrus']
